Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,パート,200310,,2018,1994-04-05,R200310,11,0,0,1,,,,4,4,3,5,4,2,2,4,3,3,4,4,4,5,4,4,4,2,4,3,1,4,3,5,2,3,2,4,3,1,1,1,5,4,4,3,4,4,3,5,4,4,4,2,1,5,4,4,2,4,1,2,3,1,4,5,1,1,4,4,1,2,3,3,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200311,,2005,1978-02-19,R200311,22,0,0,1,,,,3,3,3,5,3,2,3,3,3,4,3,4,3,4,4,4,3,5,1,3,3,1,3,4,3,4,3,3,5,2,3,2,5,3,4,3,3,4,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,2,1,3,4,3,1,5,1,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,アルバイト,200312,,2017,1973-03-19,R200312,19,0,0,1,,,,5,5,5,4,5,5,4,3,4,5,5,3,3,3,5,3,1,5,5,5,5,1,4,3,4,3,4,5,4,3,3,5,4,5,5,4,5,5,4,3,3,3,2,1,1,3,4,4,1,3,5,2,3,1,3,2,2,2,3,4,1,4,3,5,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,アルバイト,200313,,2022,1976-11-20,R200313,11,0,0,1,,,,3,3,3,5,5,4,3,3,3,5,3,4,3,5,3,3,4,5,5,5,2,1,5,1,3,4,5,3,5,5,3,2,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,2,3,3,2,1,5,3,3,2,3,2,4,4,3,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,パート,200314,,2018,1993-03-06,R200314,21,0,0,1,,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,2,1,3,3,2,3,4,3,1,3,3,5,1,4,4,1,3,3,3,3,3,3,3,3,3,1,2,1,3,3,3,1,3,4,3,3,3,5,4,3,1,1,1,1,3,3,3,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200315,,2009,2002-02-14,R200315,0,0,0,1,,,,4,4,4,4,4,2,3,4,3,4,4,3,4,4,4,4,4,1,3,4,4,2,3,2,4,4,3,4,4,5,1,1,1,4,4,4,4,4,4,3,3,4,3,2,4,2,3,4,3,3,1,3,3,1,5,1,5,2,3,1,1,4,4,4,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200316,,2016,2000-11-04,R200316,18,0,0,1,,,,3,4,3,4,3,1,4,2,3,3,4,3,3,3,4,3,4,2,4,3,3,2,3,3,3,5,3,3,2,5,3,1,1,4,3,4,4,3,4,4,5,3,1,1,3,3,3,4,5,3,3,3,4,2,3,3,5,5,1,1,4,4,3,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,社員,200317,,2019,1991-02-18,R200317,5,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,5,5,3,5,3,4,4,4,5,3,1,3,4,3,3,3,3,1,1,5,3,5,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,5,3,2,2,3,4,2,5,4,1,4,3,3,3,3,3,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,パート,200318,,2025,1996-12-02,R200318,3,0,0,1,,,,4,5,5,5,5,2,5,5,5,5,5,3,5,5,5,5,3,2,4,5,5,3,5,3,5,4,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,4,5,1,3,5,5,3,5,3,5,5,1,3,1,5,5,2,5,3,5,5,5,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200319,,2015,1979-02-11,R200319,14,0,0,1,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,5,3,5,3,2,3,3,5,5,2,3,3,3,3,3,3,3,3,3,3,3,4,2,1,2,3,3,5,3,2,3,3,1,2,4,1,4,5,1,1,3,3,3,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,アルバイト,200320,,2006,2002-10-14,R200320,12,0,0,1,,,,4,3,3,3,4,3,4,4,3,3,3,3,4,3,4,4,3,1,2,3,4,3,4,5,3,2,4,3,5,5,5,2,1,4,3,4,4,3,4,3,4,4,1,3,1,3,4,4,4,3,3,4,4,2,2,2,3,1,1,3,2,4,3,3,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,アルバイト,200321,,2019,1971-11-03,R200321,23,0,0,1,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,4,3,5,3,5,5,2,5,4,5,5,5,5,2,3,2,3,3,5,5,5,5,5,5,5,5,5,1,4,3,5,5,5,1,5,3,5,5,2,4,4,5,4,2,3,3,5,5,5,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,パート,200322,,2008,1995-03-24,R200322,23,0,0,1,,,,4,4,5,4,4,1,5,5,5,3,3,4,4,4,4,3,4,1,3,5,3,4,5,2,3,3,3,4,3,5,1,2,1,5,5,4,5,5,4,5,5,4,3,3,1,5,4,4,4,4,4,5,5,5,2,3,5,2,2,5,1,4,4,4,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200323,,2007,1991-11-06,R200323,3,0,0,1,,,,5,5,5,5,5,2,5,4,4,5,3,5,5,4,5,3,3,4,1,5,5,4,5,3,4,4,4,5,3,5,4,4,3,5,5,4,5,5,4,5,3,3,3,2,5,2,5,3,3,4,2,2,4,4,5,1,5,4,5,2,1,4,5,4,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200324,,2005,1988-08-20,R200324,4,0,0,1,,,,4,3,3,3,4,1,3,3,5,4,4,4,4,4,5,4,2,5,4,3,4,5,3,2,3,1,5,4,5,1,5,3,4,4,4,4,4,4,4,4,3,3,2,2,2,2,3,3,1,3,5,3,2,5,2,1,3,1,5,5,1,3,3,4,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,パート,200325,,2018,1976-05-10,R200325,10,0,0,1,,,,3,4,4,5,2,1,3,4,2,3,3,4,4,3,5,3,5,2,1,3,3,1,3,5,3,1,3,4,3,4,1,1,1,4,3,4,4,3,4,4,5,3,1,5,3,1,5,5,4,3,4,2,3,1,3,5,3,2,5,1,1,5,5,5,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200326,,2005,1986-02-16,R200326,4,0,0,1,,,,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,1,5,5,5,1,5,2,5,5,5,5,1,5,3,1,4,5,5,5,5,5,5,4,5,4,5,1,2,3,4,4,1,4,2,4,3,3,5,3,3,5,4,2,3,5,5,5,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,パート,200327,,2008,1978-04-17,R200327,10,0,0,1,,,,3,3,3,3,3,5,3,3,3,2,3,2,3,3,4,3,2,1,5,3,2,5,3,4,3,5,2,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,4,4,3,1,3,3,5,4,1,5,3,2,3,2,3,3,4,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,アルバイト,200328,,2019,1996-04-05,R200328,13,0,0,1,,,,5,5,5,5,5,1,4,4,4,3,3,5,5,5,4,2,3,4,1,5,3,2,5,5,5,2,5,5,3,3,1,5,5,4,5,4,4,5,4,5,5,4,1,4,4,3,3,2,5,4,1,3,4,2,3,1,5,2,2,2,1,3,4,4,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,パート,200329,,2005,1973-07-04,R200329,11,0,0,1,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,5,3,3,5,3,1,3,5,3,3,3,2,1,5,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,1,3,3,3,1,5,5,3,5,2,1,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200330,,2013,1989-08-18,R200330,2,0,0,1,,,,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,4,1,4,2,3,2,5,5,4,1,4,5,2,5,5,5,5,5,5,5,5,5,3,4,2,5,5,5,1,5,3,5,5,5,1,5,3,5,5,4,4,5,5,5,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200331,,2020,1981-11-28,R200331,17,0,0,1,,,,4,4,4,4,4,2,4,4,4,4,2,4,4,3,4,4,4,3,3,4,5,5,3,1,3,5,2,4,4,3,3,5,3,3,4,3,3,4,3,4,2,4,3,4,3,3,3,3,1,5,5,2,4,3,4,3,1,1,4,5,1,4,4,4,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,社員,200332,,2015,2004-10-04,R200332,2,0,0,1,,,,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,1,5,1,4,3,5,5,4,3,1,1,4,5,5,5,5,5,5,5,5,5,4,1,3,5,5,5,4,5,1,5,5,2,3,2,1,3,1,1,2,5,5,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,アルバイト,200333,,2019,1997-11-08,R200333,17,0,0,1,,,,5,5,4,4,5,4,4,4,4,5,5,5,5,4,5,4,2,3,3,5,5,5,5,2,4,5,5,5,5,4,1,4,4,4,4,4,4,4,4,5,4,2,3,3,3,2,3,4,2,4,5,3,4,1,1,2,4,5,3,1,3,5,5,4,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,アルバイト,200334,,2012,2002-05-19,R200334,17,0,0,1,,,,3,3,3,3,3,4,3,3,3,3,4,4,3,4,5,4,3,4,2,3,4,5,3,5,3,2,3,3,4,2,5,2,1,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,4,3,1,3,3,3,1,3,2,4,5,5,5,3,3,3,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,社員,200335,,2013,1981-11-13,R200335,4,0,0,1,,,,3,3,3,5,3,4,3,3,3,3,2,4,4,3,4,3,1,1,3,5,4,3,5,1,4,2,3,3,2,2,3,4,1,3,3,3,3,3,3,3,3,3,2,4,4,3,2,3,3,3,3,3,3,4,5,3,4,4,3,1,5,4,4,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,アルバイト,200336,,2021,1980-07-14,R200336,9,0,0,1,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,3,1,3,5,3,3,3,3,3,1,5,2,2,3,2,2,3,2,3,3,4,5,2,3,3,3,4,3,2,3,3,5,1,5,5,3,5,5,1,3,3,3,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,パート,200337,,2025,1987-09-26,R200337,9,0,0,1,,,,5,5,4,4,5,2,4,4,4,5,3,5,5,2,4,3,1,1,2,5,4,5,4,4,4,1,5,5,4,4,4,1,1,5,5,4,5,5,4,5,4,3,5,1,4,2,2,4,4,4,5,3,5,4,5,1,2,1,5,5,3,4,5,4,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200338,,2019,1971-02-05,R200338,1,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,5,3,1,3,3,5,4,1,2,4,3,3,3,3,3,3,3,3,3,5,3,1,3,3,3,5,3,1,3,3,1,5,2,1,1,5,5,4,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,社員,200339,,2011,1989-12-28,R200339,5,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,2,3,5,5,3,2,2,1,4,4,2,2,4,3,2,3,2,3,1,2,4,1,3,3,3,3,3,3,3,3,3,2,2,4,4,1,3,2,4,2,4,2,3,1,3,5,4,3,5,1,1,3,3,3,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200340,,2022,1986-09-03,R200340,21,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,1,3,5,3,3,3,2,5,4,1,3,3,3,3,3,3,3,3,3,2,1,5,3,3,3,2,3,3,3,3,4,2,2,4,2,1,5,5,3,3,3,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,アルバイト,200341,,2014,1971-06-27,R200341,14,0,0,1,,,,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,5,4,3,3,4,3,4,3,1,3,3,1,4,3,1,5,3,5,3,3,5,3,3,3,3,1,1,5,3,3,3,1,3,2,3,3,1,2,1,2,4,4,2,4,3,3,3,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200342,,2022,1997-10-25,R200342,14,0,0,1,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,1,4,5,5,1,5,2,5,5,5,5,2,1,5,1,3,5,5,5,5,5,5,5,5,5,3,2,1,5,5,5,2,5,1,5,5,4,4,4,5,4,2,1,3,5,5,5,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200343,,2015,1998-07-13,R200343,1,0,0,1,,,,5,5,5,5,5,4,5,5,5,3,4,4,5,4,4,3,4,4,5,5,5,4,5,3,5,4,5,5,1,5,2,3,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,2,5,2,3,5,5,5,4,1,5,2,5,1,5,5,5,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200344,,2009,1976-05-06,R200344,8,0,0,1,,,,4,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,1,5,2,5,4,4,5,3,5,5,5,5,1,4,5,1,4,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,2,5,1,5,5,5,3,2,1,3,5,1,2,5,5,5,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,パート,200345,,2009,1987-12-13,R200345,16,0,0,1,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,2,3,3,3,3,5,3,5,3,3,2,2,4,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,3,5,3,3,5,4,5,2,2,5,3,3,3,3,3,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,社員,200346,,2006,2003-04-14,R200346,21,0,0,1,,,,2,3,2,3,3,1,3,2,2,3,2,2,4,3,3,3,4,2,1,3,3,1,3,4,2,3,2,3,2,5,5,2,2,3,3,2,3,3,2,3,3,2,3,5,3,2,3,2,1,3,3,2,3,1,1,5,4,5,5,1,1,3,2,3,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200347,,2005,1988-08-08,R200347,13,0,0,1,,,,3,3,3,3,3,2,3,3,3,4,3,5,5,5,5,4,5,2,3,3,3,3,3,4,3,2,3,3,5,3,2,5,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,1,3,1,3,3,1,4,5,3,3,2,4,1,3,3,3,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,パート,200348,,2006,1972-11-23,R200348,19,0,0,1,,,,3,4,3,3,3,5,2,2,3,2,2,2,4,3,3,3,4,5,1,5,4,1,5,5,3,4,2,2,1,1,3,2,3,2,2,4,2,2,4,4,3,4,2,4,5,3,4,2,1,3,2,1,3,1,3,2,4,2,1,2,1,3,3,3,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,社員,200349,,2023,1988-05-22,R200349,10,0,0,1,,,,4,5,4,4,5,1,5,5,4,4,3,4,4,4,4,5,4,5,4,5,4,1,5,3,4,2,3,5,3,3,1,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,4,3,4,5,2,4,3,4,1,4,3,3,4,4,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200350,,2023,1988-08-06,R200350,12,0,0,1,,,,5,5,4,5,4,2,5,4,5,5,5,5,5,5,5,4,3,3,2,5,4,5,5,1,5,2,5,5,4,5,2,5,4,5,5,5,5,5,5,5,5,5,3,1,1,5,5,4,3,5,4,4,5,5,5,1,2,1,3,5,4,4,5,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200351,,2013,1987-02-24,R200351,5,0,0,1,,,,2,4,2,4,5,2,5,3,3,3,4,3,4,3,4,4,3,2,3,5,3,2,2,3,3,4,2,4,1,5,1,2,2,4,4,5,4,4,5,4,4,4,5,5,5,4,5,4,1,5,5,3,4,1,3,1,4,2,1,5,3,4,5,4,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,アルバイト,200352,,2025,1982-09-11,R200352,7,0,0,1,,,,3,3,4,3,4,3,4,3,3,3,4,3,3,3,3,2,3,2,5,5,3,4,5,2,2,2,5,3,3,3,5,2,1,3,3,4,3,3,4,5,5,5,4,5,5,5,3,4,1,3,4,4,4,4,3,4,5,2,3,2,1,3,3,3,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,アルバイト,200353,,2021,1979-12-23,R200353,0,0,0,1,,,,5,5,5,5,5,3,4,4,5,4,5,5,5,5,4,4,3,1,2,5,4,2,5,1,4,2,5,5,1,4,2,3,1,5,5,5,5,5,5,5,4,5,2,1,3,2,4,4,2,4,1,3,4,4,2,1,3,3,3,4,5,4,3,4,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,社員,200354,,2022,1999-03-19,R200354,13,0,0,1,,,,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,2,5,2,5,3,5,5,3,2,3,1,5,5,5,5,5,5,5,5,5,5,1,2,3,5,5,5,4,5,3,5,5,3,5,3,2,5,3,3,1,5,5,5,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200355,,2025,2004-05-24,R200355,18,0,0,1,,,,5,5,4,5,5,5,2,3,3,3,4,5,4,3,5,2,4,3,1,5,2,1,2,4,1,3,2,5,4,2,4,1,2,5,5,3,5,5,3,5,3,3,3,3,5,4,5,3,2,5,1,1,2,3,1,5,4,2,2,4,1,2,5,5,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200356,,2013,1971-07-28,R200356,4,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,1,5,2,5,1,5,5,5,5,3,3,1,5,5,5,5,5,5,5,5,5,2,5,1,5,4,5,2,5,4,3,5,5,3,4,3,1,4,3,3,5,5,5,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,アルバイト,200357,,2010,1991-12-15,R200357,5,0,0,1,,,,3,3,3,3,3,4,3,3,3,3,3,4,4,3,2,3,5,5,2,3,3,4,3,3,3,3,3,3,5,3,5,5,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,2,3,2,3,3,5,4,4,4,3,2,1,1,3,3,3,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,社員,200358,,2013,1976-01-05,R200358,9,0,0,1,,,,5,5,5,5,5,5,4,3,4,3,4,2,5,4,5,3,4,2,4,5,5,2,5,3,5,2,5,4,1,2,3,3,1,5,5,5,5,5,5,5,3,3,4,1,5,2,4,3,4,3,1,2,4,1,5,5,2,2,4,1,1,5,5,3,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200359,,2025,1992-02-17,R200359,24,0,0,1,,,,4,4,4,5,5,1,4,4,4,4,4,4,4,4,3,4,5,1,3,4,4,1,5,2,5,5,5,5,4,3,2,3,2,5,5,4,5,5,4,5,5,4,3,4,1,2,3,2,3,4,1,4,4,4,4,2,1,1,1,5,5,3,4,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200360,,2010,1995-11-28,R200360,25,0,0,1,,,,3,3,4,3,5,3,3,4,4,3,3,3,3,3,4,2,1,5,3,2,2,2,2,4,3,3,3,5,3,3,4,2,4,4,5,5,4,5,5,2,2,2,3,2,2,2,3,3,2,3,4,2,3,3,2,3,4,5,3,4,3,3,3,3,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,社員,200361,,2017,1972-01-09,R200361,15,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,1,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,5,1,4,3,3,3,4,3,3,3,3,3,1,1,3,3,2,3,2,3,3,3,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,パート,200362,,2008,1990-03-23,R200362,23,0,0,1,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,1,5,5,5,5,3,5,3,5,5,1,4,1,5,2,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,2,5,4,5,5,4,5,4,2,3,1,5,2,5,5,5,1
